id,name,name_grel,name_grel_star,host_id,host_name,host_name 1,host_name 2,neighbourhood,neighbourhood_case,neighbourhood_loop,neighbourhood_cluster,latitude,longitude,room_type,price,price_crazy,minimum_nights,minimum_nights_long,number_of_reviews,last_review,last_review_timeless,reviews_per_month,calculated_host_listings_count,availability_365
10548699,(2 Bedroom Apartment in West Town),2 Bedroom Apartment in West Town,2 Bedroom Apartment in West Town,5325851,Josh,Josh,,West Town,West Town,West Town,West Town,41.89452261,-87.66561005,Entire home/apt,79,,2,,102,2018-11-11T00:00:00Z,2018-11-11,3.29,3,346
10572814,(Serene Sunny 2BR Treehouse Patio!),Serene Sunny 2BR Treehouse Patio!,Serene Sunny 2BR Treehouse Patio,13598791,Leigh,Leigh,,West Town,West Town,West Town,West Town,41.90086769,-87.68122405,Entire home/apt,105,,1,,4,2017-04-23T00:00:00Z,2017-04-23,0.2,1,0
10576883,(Sunshine & Good Vibes in a Happy Home),Sunshine & Good Vibes in a Happy Home,Sunshine & Good Vibes in a Happy Home,30358855,Steffi,Steffi,,Edgewater,Edgewater,Edgewater,Edgewater,41.98691342,-87.66438826,Private room,55,,1,,133,2018-07-27T00:00:00Z,2018-07-27,4.08,2,0
10577807,"(SUNNY, COZY LOGAN SQUARE APT)","SUNNY, COZY LOGAN SQUARE APT","SUNNY, COZY LOGAN SQUARE APT",44849475,Jessica,Jessica,,Logan Square,Logan Square,Logan Square,Logan Square,41.92190357,-87.71600372,Private room,40,,1,,58,2018-11-05T00:00:00Z,2018-11-05,1.92,2,28
10588800,(Private Room: 15 Minute walk to the Airport/Train),Private Room: 15 Minute walk to the Airport/Train,Private Room: 15 Minute walk to the Airport/Train,49229254,Jim,Jim,,West Elsdon,West Elsdon,West Elsdon,West Elsdon,41.79091596,-87.73765705,Private room,31,,1,,127,2018-11-05T00:00:00Z,2018-11-05,3.92,2,332
10595206,(CENTRAL NEW MODERN MAG MIL w/POOL),CENTRAL NEW MODERN MAG MIL w/POOL,CENTRAL NEW MODERN MAG MIL w/POOL,3965428,Rob,Rob,,Near North Side,Near North Side,Near North Side,Near North Side,41.8959955,-87.63129635,Entire home/apt,180,,31,,1,2016-11-02T00:00:00Z,2016-11-02,0.04,16,365
10604460,(Full Apartment in Logan Square),Full Apartment in Logan Square,Full Apartment in Logan Square,37141205,Robert And Kelly,Robert,Kelly,Logan Square,Logan Square,Logan Square,Logan Square,41.93158079,-87.71954632,Entire home/apt,100,,1,,37,2017-08-07T00:00:00Z,2017-08-07,1.17,1,0
10625058,(Private & Cozy Bucktown Flat- Western #bluelinebnb),Private & Cozy Bucktown Flat- Western #bluelinebnb,Private & Cozy Bucktown Flat- Western #bluelinebnb,26896157,Stacy,Stacy,,Logan Square,Logan Square,Logan Square,Logan Square,41.91890431,-87.69077114,Entire home/apt,90,,3,,157,2018-10-28T00:00:00Z,2018-10-28,4.65,2,75
10629003,(Old Town Triangle Coach House Has It All!),Old Town Triangle Coach House Has It All!,Old Town Triangle Coach House Has It All,54864864,LuzMa And Alex,LuzMa,Alex,Lincoln Park,Lincoln Park,Lincoln Park,Lincoln Park,41.91679723,-87.63941499,Entire home/apt,195,,2,,121,2018-10-23T00:00:00Z,2018-10-23,3.72,1,325
10697505,"(5-Star Reviewed 2 bedroom Unit, 2 minutes to city)","5-Star Reviewed 2 bedroom Unit, 2 minutes to city","5-Star Reviewed 2 bedroom Unit, 2 minutes to city",55269552,Jason,Jason,,Near West Side,Near West Side,Near West Side,Near West Side,41.87864043,-87.68501998,Entire home/apt,100,,2,,92,2018-11-04T00:00:00Z,2018-11-04,2.81,1,345
10709981,(Private Basement in Tri-Taylor Home),Private Basement in Tri-Taylor Home,Private Basement in Tri-Taylor Home,38117321,Allison,Allison,,Near West Side,Near West Side,Near West Side,Near West Side,41.87259514,-87.68648405,Private room,85,,1,,115,2018-11-06T00:00:00Z,2018-11-06,3.37,1,164
10710405,(Vintage Studio Efficiency),Vintage Studio Efficiency,Vintage Studio Efficiency,44130760,Julie,Julie,,Lincoln Park,Lincoln Park,Lincoln Park,Lincoln Park,41.93227302,-87.6398158,Entire home/apt,74,,3,,51,2018-09-15T00:00:00Z,2018-09-15,1.54,1,0
10719657,"(Family home. Master Spa suite, 5 bdrm, 4 ba)","Family home. Master Spa suite, 5 bdrm, 4 ba","Family home. Master Spa suite, 5 bdrm, 4 ba",55398804,Elizabeth,Elizabeth,,Jefferson Park,Jefferson Park,Jefferson Park,Jefferson Park,41.96917452,-87.77021578,Entire home/apt,300,,2,,6,2018-07-23T00:00:00Z,2018-07-23,0.25,2,4
10728994,(Lux 1 Bed Next to Mag Mile),Lux 1 Bed Next to Mag Mile,Lux 1 Bed Next to Mag Mile,4982817,Andrew,Andrew,,Near North Side,Near North Side,Near North Side,Near North Side,41.89620282,-87.632117,Entire home/apt,159,,30,,1,2018-08-27T00:00:00Z,2018-08-27,0.37,8,180
10729123,(1 Bedroom Luxury Near Michigan Ave),1 Bedroom Luxury Near Michigan Ave,1 Bedroom Luxury Near Michigan Ave,4982817,Andrew,Andrew,,Near North Side,Near North Side,Near North Side,Near North Side,41.8971363,-87.63281555,Entire home/apt,199,,21,,0,,,,8,180
10729296,(Spectacular Views From 1 Bed Beauty),Spectacular Views From 1 Bed Beauty,Spectacular Views From 1 Bed Beauty,4982817,Andrew,Andrew,,Near North Side,Near North Side,Near North Side,Near North Side,41.89722203,-87.63200128,Entire home/apt,189,,21,,1,2018-06-10T00:00:00Z,2018-06-10,0.19,8,180
10740149,(Bright 2BR in Wrigleyville by Sonder),Bright 2BR in Wrigleyville by Sonder,Bright 2BR in Wrigleyville by Sonder,12243051,Sonder,Sonder,,Lake view,Lake View,Lake View,Lake View,41.95005699,-87.66286313,Entire home/apt,123,,2,,33,2018-10-09T00:00:00Z,2018-10-09,1.21,127,61
10747942,(Gorgeous Patio in Cozy Modern Home),Gorgeous Patio in Cozy Modern Home,Gorgeous Patio in Cozy Modern Home,55566926,David,David,,Lincoln Park,Lincoln Park,Lincoln Park,Lincoln Park,41.92922213,-87.65681654,Private room,59,,1,,82,2018-10-28T00:00:00Z,2018-10-28,2.45,2,174
10754882,(Eclectic and Colorful Retro Apartment near Logan Square),Eclectic and Colorful Retro Apartment near Logan Square,Eclectic and Colorful Retro Apartment near Logan Square,12683531,Ben,Ben,,Avondale,Avondale,Avondale,Avondale,41.94093288,-87.72193177,Entire home/apt,115,,2,,173,2018-10-30T00:00:00Z,2018-10-30,5.9,1,138
10765065,(Private Room w/ Bath near U of C),Private Room w/ Bath near U of C,Private Room w/ Bath near U of C,13893889,Alexandra And Meghan,Alexandra,Meghan,hyde park,Hyde Park,Hyde Park,Hyde Park,41.80198638,-87.60464503,Private room,45,,2,,27,2018-11-11T00:00:00Z,2018-11-11,0.82,2,0
10768189,(Cozy Room in a Modern House with Patio Access),Cozy Room in a Modern House with Patio Access,Cozy Room in a Modern House with Patio Access,16593103,Andrew,Andrew,,Edgewater,Edgewater,Edgewater,Edgewater,41.98285309,-87.67257639,Private room,138,,2,,127,2018-11-11T00:00:00Z,2018-11-11,4.24,1,307
10771947,(Flat in Pilsen),Flat in Pilsen,Flat in Pilsen,55681335,Tilek,Tilek,,Lower West Side,Lower West Side,Lower West Side,Lower West Side,41.85909745,-87.65775987,Private room,60,,2,,130,2018-10-28T00:00:00Z,2018-10-28,3.88,1,22
10802513,(215 WEST MODERN FURNISHED LOOP JR 1 BEDROOM (5)),215 WEST MODERN FURNISHED LOOP JR 1 BEDROOM (5),215 WEST MODERN FURNISHED LOOP JR 1 BEDROOM (5),9400379,Chicago Property Concierge,Chicago Property Concierge,,L??p,L??p,Loop,Loop,41.88203999,-87.63327259,Entire home/apt,120,,31,,5,2017-05-25T00:00:00Z,2017-05-25,0.17,17,364
10811857,(DOWNTOWN ROOM WITH FREE PARKING),DOWNTOWN ROOM WITH FREE PARKING,DOWNTOWN ROOM WITH FREE PARKING,55976787,Natalia,Natalia,,Near West Side,Near West Side,Near West Side,Near West Side,41.87427532,-87.64728578,Private room,19,,1,,229,2018-10-26T00:00:00Z,2018-10-26,7.24,34,357
10811900,(Sunny Humble Abode),Sunny Humble Abode,Sunny Humble Abode,3620012,Rajee,Rajee,,West Town,West Town,West Town,West Town,41.89214555,-87.66857297,Private room,65,,1,,65,2018-10-21T00:00:00Z,2018-10-21,2.05,1,359
10824499,"(Quiet & Simple, Queen bedroom)","Quiet & Simple, Queen bedroom","Quiet & Simple, Queen bedroom",3836635,Caitlin,Caitlin,,Humboldt Park,Humboldt Park,Humboldt Park,Humboldt Park,41.91049329,-87.70404681,Private room,36,,5,,43,2017-10-30T00:00:00Z,2017-10-30,1.37,3,5
10834971,(Organic DIY Bed and Breakfast),Organic DIY Bed and Breakfast,Organic DIY Bed and Breakfast,21572445,Sean,Sean,,Dunning,Dunning,Dunning,Dunning,41.94313821,-87.82281727,Entire home/apt,79,,1,,102,2018-10-29T00:00:00Z,2018-10-29,3.11,2,87
10837496,(Wicker Park-Entire Basement Apt),Wicker Park-Entire Basement Apt,Wicker Park-Entire Basement Apt,4982645,Jonathan,Jonathan,,West Town,West Town,West Town,West Town,41.90813684,-87.6831725,Private room,95,,2,,28,2016-10-13T00:00:00Z,2016-10-13,0.83,2,0
10844851,(Cozy Havana feel in Palmer Square),Cozy Havana feel in Palmer Square,Cozy Havana feel in Palmer Square,56168610,Ashley,Ashley,,Logan Square,Logan Square,Logan Square,Logan Square,41.91901923,-87.70960471,Private room,45,,1,,15,2018-08-26T00:00:00Z,2018-08-26,0.5,1,0
10859573,(Steps to Wrigley Field & Southport Corridor.),Steps to Wrigley Field & Southport Corridor.,Steps to Wrigley Field & Southport Corridor.,23772119,Marina,Marina,,Lake view,Lake View,Lake View,Lake View,41.94786164,-87.66341256,Entire home/apt,170,,1,,20,2018-08-19T00:00:00Z,2018-08-19,0.68,1,269
10861804,(Rehabbed BR in Logan Sq coop house),Rehabbed BR in Logan Sq coop house,Rehabbed BR in Logan Sq coop house,14300192,Asa,Asa,,Avondale,Avondale,Avondale,Avondale,41.93696332,-87.70674568,Private room,32,,4,,5,2018-09-08T00:00:00Z,2018-09-08,0.16,3,0
10862491,(Private Room- Cozy Chicago 2 Bedroom Apartment. ??_?Ù),Private Room- Cozy Chicago 2 Bedroom Apartment. ??_?Ù,Private Room- Cozy Chicago 2 Bedroom Apartment. ??_?Ù,24953006,Marion,Marion,,Lower West Side,Lower West Side,Lower West Side,Lower West Side,41.84921687,-87.68398693,Private room,55,,3,,39,2018-10-29T00:00:00Z,2018-10-29,1.14,2,354
10863022,(Private Bedroom w/ bath in Chicago Downtown/Loop),Private Bedroom w/ bath in Chicago Downtown/Loop,Private Bedroom w/ bath in Chicago Downtown/Loop,56274815,Mosmi,Mosmi,,Near West Side,Near West Side,Near West Side,Near West Side,41.88858203,-87.64285345,Private room,75,,1,,48,2018-11-12T00:00:00Z,2018-11-12,6.1,1,221
10874898,(Lakeview 1 Bedroom short walk from Wrigley Field),Lakeview 1 Bedroom short walk from Wrigley Field,Lakeview 1 Bedroom short walk from Wrigley Field,14898769,Olivia,Olivia,,Lake view,Lake View,Lake View,Lake View,41.94072571,-87.64821631,Entire home/apt,400,,2,,1,2017-07-02T00:00:00Z,2017-07-02,0.06,1,359
10879699,(Entire Two Bedroom Condo),Entire Two Bedroom Condo,Entire Two Bedroom Condo,36722941,Dan,Dan,,Lincoln Square,Lincoln Square,Lincoln Square,Lincoln Square,41.97489789,-87.6900625,Entire home/apt,94,,365,1,99,2017-10-17T00:00:00Z,2017-10-17,3.05,3,72
10889124,"(West Town Flat w/ View, Center of City)","West Town Flat w/ View, Center of City","West Town Flat w/ View, Center of City",5854430,Dan,Dan,,West Town,West Town,West Town,West Town,41.89372397,-87.6725517,Entire home/apt,165,,1,,16,2018-09-11T00:00:00Z,2018-09-11,1.22,3,169
10889345,"(Adagio, Lincoln park elegant condo)","Adagio, Lincoln park elegant condo","Adagio, Lincoln park elegant condo",10198651,Irene,Irene,,Lincoln Park,Lincoln Park,Lincoln Park,Lincoln Park,41.92302178,-87.65932707,Entire home/apt,275,,2,,5,2018-05-20T00:00:00Z,2018-05-20,0.28,2,0
10910665,(Room for limited for 4 ppl =2 beds),Room for limited for 4 ppl =2 beds,Room for limited for 4 ppl =2 beds,56533426,Li,Li,,Bridgeport,Bridgeport,Bridgeport,Bridgeport,41.84289907,-87.64897974,Shared room,27,,1,,46,2018-10-28T00:00:00Z,2018-10-28,1.36,4,360
10936910,(Room Near University of Chicago),Room Near University of Chicago,Room Near University of Chicago,25354375,Tim,Tim,,hyde park,Hyde Park,Hyde Park,Hyde Park,41.801058,-87.60323463,Private room,36,,22,,2,2017-07-05T00:00:00Z,2017-07-05,0.06,3,364
10943002,"(*3BR,2Ba Elegant Penthouse* 8min to Downtown.)","*3BR,2Ba Elegant Penthouse* 8min to Downtown.","3BR,2Ba Elegant Penthouse 8min to Downtown.",50492515,Anita,Anita,,Near West Side,Near West Side,Near West Side,Near West Side,41.87976853,-87.68274848,Entire home/apt,167,,2,,187,2018-11-04T00:00:00Z,2018-11-04,5.7,3,158
10944822,(Bright & Stylish in Lincoln Park + Patio),Bright & Stylish in Lincoln Park + Patio,Bright & Stylish in Lincoln Park + Patio,7290641,Megan,Megan,,Lincoln Park,Lincoln Park,Lincoln Park,Lincoln Park,41.93130793,-87.65081446,Entire home/apt,175,,2,,31,2018-10-21T00:00:00Z,2018-10-21,0.93,1,182
10945786,(Park views in Pilsen (Rush/UIC)),Park views in Pilsen (Rush/UIC),Park views in Pilsen (Rush/UIC),37168823,Adrienne,Adrienne,,Lower West Side,Lower West Side,Lower West Side,Lower West Side,41.85523357,-87.67426704,Entire home/apt,125,,2,,22,2018-10-22T00:00:00Z,2018-10-22,0.68,1,349
10947455,(4 Bed Shared Room - Wrigley Hostel),4 Bed Shared Room - Wrigley Hostel,4 Bed Shared Room - Wrigley Hostel,7391164,Brendan,Brendan,,Lake view,Lake View,Lake View,Lake View,41.94624723,-87.65537974,Shared room,27,,1,,60,2018-10-03T00:00:00Z,2018-10-03,1.95,10,364
10959560,(Cozy & private 2 bed in Bucktown #BlueLineAirbnb),Cozy & private 2 bed in Bucktown #BlueLineAirbnb,Cozy & private 2 bed in Bucktown #BlueLineAirbnb,26896157,Stacy,Stacy,,Logan Square,Logan Square,Logan Square,Logan Square,41.91887842,-87.69226212,Entire home/apt,120,,3,,167,2018-11-12T00:00:00Z,2018-11-12,4.97,2,70
10968314,(Sweet Home Chicago),Sweet Home Chicago,Sweet Home Chicago,3531690,Heather,Heather,,West Town,West Town,West Town,West Town,41.90824021,-87.69524167,Private room,60,,2,,0,,,,1,0
10971010,(Melrose Place Chicago 3BR),Melrose Place Chicago 3BR,Melrose Place Chicago 3BR,56917234,Lara,Lara,,Avondale,Avondale,Avondale,Avondale,41.9403849,-87.72499127,Entire home/apt,99,,2,,78,2018-11-05T00:00:00Z,2018-11-05,2.57,8,352
10971343,(Historic Irving Park Home - Sleeps 26),Historic Irving Park Home - Sleeps 26,Historic Irving Park Home - Sleeps 26,56917234,Lara,Lara,,Avondale,Avondale,Avondale,Avondale,41.93959632,-87.72552971,Entire home/apt,699,,2,,20,2018-03-15T00:00:00Z,2018-03-15,0.67,8,344
10971626,(Urban Oasis @ Fulton House!),Urban Oasis @ Fulton House!,Urban Oasis @ Fulton House,56917234,Lara,Lara,,East Garfield Park,East Garfield Park,East Garfield Park,East Garfield Park,41.8862054,-87.70363965,Entire home/apt,199,,2,,117,2018-10-21T00:00:00Z,2018-10-21,3.62,8,337
10971749,"(Cottonwood Inn ""Personal Hotel w Victorian Charm"")","Cottonwood Inn ""Personal Hotel w Victorian Charm""","Cottonwood Inn ""Personal Hotel w Victorian Charm""",56925978,Marcie,Marcie,,Ashburn,Ashburn,Ashburn,Ashburn,41.74250428,-87.71207602,Entire home/apt,78,,1,,23,2018-10-14T00:00:00Z,2018-10-14,3.17,1,81
10992395,"(Guest BR in spacious, modern loft)","Guest BR in spacious, modern loft","Guest BR in spacious, modern loft",17479714,Kee-Won,Kee-Won,,West Town,West Town,West Town,West Town,41.90235459,-87.67933444,Private room,63,,1,,166,2018-10-18T00:00:00Z,2018-10-18,5.42,1,66
10997225,(Private penthouse with skyline view),Private penthouse with skyline view,Private penthouse with skyline view,57063930,Steve,Steve,,Lincoln Park,Lincoln Park,Lincoln Park,Lincoln Park,41.92845027,-87.65206162,Private room,100,,1,,100,2018-11-12T00:00:00Z,2018-11-12,3.13,1,355
10998267,(Chicago Private Studio near Midway),Chicago Private Studio near Midway,Chicago Private Studio near Midway,37279996,YeseniaAndRita,YeseniaAndRita,,West Elsdon,West Elsdon,West Elsdon,West Elsdon,41.78740579,-87.71771646,Private room,85,,1,,3,2018-06-11T00:00:00Z,2018-06-11,0.1,2,365
10999085,(4 Bed Female Dorm - Wrigley Hostel),4 Bed Female Dorm - Wrigley Hostel,4 Bed Female Dorm - Wrigley Hostel,7391164,Brendan,Brendan,,Lake view,Lake View,Lake View,Lake View,41.9451225,-87.65481751,Shared room,27,,1,,34,2018-03-11T00:00:00Z,2018-03-11,1.01,10,365
11010086,(Logan Square gem! Parking included),Logan Square gem! Parking included,Logan Square gem Parking included,57131868,Don And Kelly,Don,Kelly,Logan Square,Logan Square,Logan Square,Logan Square,41.9194456,-87.69827899,Entire home/apt,100,,2,,102,2018-10-29T00:00:00Z,2018-10-29,3.1,2,43
11011261,(Minutes from Midway Airport #2),Minutes from Midway Airport #2,Minutes from Midway Airport #2,56642826,Frank,Frank,,West Lawn,West Lawn,West Lawn,West Lawn,41.75368078,-87.72966098,Private room,33,,1,,41,2018-08-31T00:00:00Z,2018-08-31,1.26,2,159
11018447,(5-Star??? Safe & Cozy Map Room! FREE Pkg 25m to Loop),5-Star??? Safe & Cozy Map Room! FREE Pkg 25m to Loop,5-Star??? Safe & Cozy Map Room FREE Pkg 25m to Loop,13075934,Kayla,Kayla,,Logan Square,Logan Square,Logan Square,Logan Square,41.91846948,-87.70622452,Private room,69,,1,,93,2018-10-21T00:00:00Z,2018-10-21,2.85,2,31
11018960,(Safe&Roomy Chicago Room; 25min to Loop),Safe&Roomy Chicago Room; 25min to Loop,Safe&Roomy Chicago Room; 25min to Loop,13075934,Kayla,Kayla,,Logan Square,Logan Square,Logan Square,Logan Square,41.91878338,-87.70773791,Private room,79,,1,,44,2018-10-21T00:00:00Z,2018-10-21,1.35,2,41
11056945,(Chicago Penthouse Suite),Chicago Penthouse Suite,Chicago Penthouse Suite,57387860,Freehand,Freehand,,Near North Side,Near North Side,Near North Side,Near North Side,41.89195477,-87.6280509,Private room,850,,1,,9,2018-07-01T00:00:00Z,2018-07-01,0.3,33,179
11059179,"(Spacious, Sunny Room in a Hip Pad)","Spacious, Sunny Room in a Hip Pad","Spacious, Sunny Room in a Hip Pad",4824182,Delwyn,Delwyn,,Logan Square,Logan Square,Logan Square,Logan Square,41.91699689,-87.70701964,Private room,30,,1,,9,2018-10-27T00:00:00Z,2018-10-27,2.23,1,0
11066888,(Alewyfe Inn- Urban Farm Guest Room),Alewyfe Inn- Urban Farm Guest Room,Alewyfe Inn- Urban Farm Guest Room,50604047,Carla,Carla,,North Lawndale,North Lawndale,North Lawndale,North Lawndale,41.85692449,-87.69475949,Private room,47,,2,,8,2018-09-17T00:00:00Z,2018-09-17,0.3,3,0
11077364,(Private Room In Spacious Humboldt Artist Loft),Private Room In Spacious Humboldt Artist Loft,Private Room In Spacious Humboldt Artist Loft,43716650,Kyra,Kyra,,West Town,West Town,West Town,West Town,41.90908695,-87.69155034,Private room,60,,1,,9,2018-10-28T00:00:00Z,2018-10-28,4.29,1,5
11107308,(Andersonville Cozy Luxury),Andersonville Cozy Luxury,Andersonville Cozy Luxury,10918018,Keith And Chip,Keith,Chip,Edgewater,Edgewater,Edgewater,Edgewater,41.98562437,-87.66175327,Entire home/apt,190,,2,,23,2018-10-21T00:00:00Z,2018-10-21,1.28,1,25
11139981,(Sydni Suites near the University of Chgo 2-bdrm.),Sydni Suites near the University of Chgo 2-bdrm.,Sydni Suites near the University of Chgo 2-bdrm.,57893727,Bill And Kathy,Bill,Kathy,Woodlawn,Woodlawn,Woodlawn,Woodlawn,41.77799933,-87.58835908,Entire home/apt,114,,3,,54,2018-11-12T00:00:00Z,2018-11-12,1.74,3,349
11142450,(Sydni Suites near the University of Chicago 1-bdrm),Sydni Suites near the University of Chicago 1-bdrm,Sydni Suites near the University of Chicago 1-bdrm,57893727,Bill And Kathy,Bill,Kathy,Woodlawn,Woodlawn,Woodlawn,Woodlawn,41.77674677,-87.58825855,Entire home/apt,99,,3,,41,2018-10-08T00:00:00Z,2018-10-08,2.2,3,354
11145640,(Sydni Suites near the University of Chicago 2-bdrm),Sydni Suites near the University of Chicago 2-bdrm,Sydni Suites near the University of Chicago 2-bdrm,57893727,Bill And Kathy,Bill,Kathy,Woodlawn,Woodlawn,Woodlawn,Woodlawn,41.77652925,-87.58741107,Entire home/apt,114,,3,,38,2018-11-11T00:00:00Z,2018-11-11,1.25,3,355
11146814,(Matt's Park Place),Matt's Park Place,Matt's Park Place,22215535,Matt,Matt,,Lower West Side,Lower West Side,Lower West Side,Lower West Side,41.85613356,-87.67298707,Entire home/apt,55,,1,,141,2018-11-01T00:00:00Z,2018-11-01,4.24,3,38
11156910,(Renovated 2 bed/1 bath Oldtown Apt),Renovated 2 bed/1 bath Oldtown Apt,Renovated 2 bed/1 bath Oldtown Apt,48678475,Bryce,Bryce,,Lincoln Park,Lincoln Park,Lincoln Park,Lincoln Park,41.91171135,-87.63926604,Entire home/apt,195,,2,,63,2017-08-12T00:00:00Z,2017-08-12,1.98,1,43
11176460,(NEW Designer Single Family Home w Amazing Outdoors),NEW Designer Single Family Home w Amazing Outdoors,NEW Designer Single Family Home w Amazing Outdoors,1132121,Robert,Robert,,Lake view,Lake View,Lake View,Lake View,41.93602396,-87.65589617,Entire home/apt,579,,2,,22,2018-02-18T00:00:00Z,2018-02-18,0.88,1,0
11177343,(Boystown Apartment Lakeview/Wrigley),Boystown Apartment Lakeview/Wrigley,Boystown Apartment Lakeview/Wrigley,19169134,Ian,Ian,,Lake view,Lake View,Lake View,Lake View,41.94458668,-87.65067915,Private room,56,,2,,11,2017-04-02T00:00:00Z,2017-04-02,0.35,1,84
11180658,(SUNNY & UPDATED VINTAGE 2BR/1BA),SUNNY & UPDATED VINTAGE 2BR/1BA,SUNNY & UPDATED VINTAGE 2BR/1BA,57535057,Hannah,Hannah,,Edgewater,Edgewater,Edgewater,Edgewater,41.98714947,-87.66261703,Entire home/apt,75,,1,,230,2018-11-08T00:00:00Z,2018-11-08,6.86,1,235
11187498,(Sunny Pilsen Launch Pad *2 Bedrooms*),Sunny Pilsen Launch Pad *2 Bedrooms*,Sunny Pilsen Launch Pad 2 Bedrooms,10575084,Pete,Pete,,Lower West Side,Lower West Side,Lower West Side,Lower West Side,41.85445898,-87.6725108,Entire home/apt,100,,3,,145,2018-11-14T00:00:00Z,2018-11-14,4.47,1,134
11205769,(3 BR unit next to Wrigley Field),3 BR unit next to Wrigley Field,3 BR unit next to Wrigley Field,1410585,Aina,Aina,,Lake view,Lake View,Lake View,Lake View,41.94689476,-87.65454505,Entire home/apt,550,,2,,32,2018-08-26T00:00:00Z,2018-08-26,1.02,1,361
11207835,(3BR/1.5BA Between Downtown and U. of Chicago),3BR/1.5BA Between Downtown and U. of Chicago,3BR/1.5BA Between Downtown and U. of Chicago,44254941,Jean,Jean,,Grand Boulevard,Grand Boulevard,Grand Boulevard,Grand Boulevard,41.81602056,-87.60758805,Entire home/apt,125,,28,,28,2018-09-15T00:00:00Z,2018-09-15,0.91,1,356
11209152,(Two apartments in the same building),Two apartments in the same building,Two apartments in the same building,16680094,Shana And Mike,Shana,Mike,West Town,West Town,West Town,West Town,41.89972062,-87.6805391,Entire home/apt,563,,3,,28,2018-10-22T00:00:00Z,2018-10-22,0.9,3,312
11236476,(Charming Andersonville Neighborhood),Charming Andersonville Neighborhood,Charming Andersonville Neighborhood,58584952,Susan,Susan,,Edgewater,Edgewater,Edgewater,Edgewater,41.98016286,-87.67022754,Entire home/apt,125,,1,,112,2018-11-11T00:00:00Z,2018-11-11,4.37,1,115
11240415,(Urban Farm Fun 2!),Urban Farm Fun 2!,Urban Farm Fun 2,10917550,Nicky,Nicky,,East Garfield Park,East Garfield Park,East Garfield Park,East Garfield Park,41.88687428,-87.70816784,Entire home/apt,88,,1,,154,2018-10-29T00:00:00Z,2018-10-29,4.67,13,332
11256815,"(Charm on the park, fully upgraded)","Charm on the park, fully upgraded","Charm on the park, fully upgraded",50732175,Jen,Jen,,Lake view,Lake View,Lake View,Lake View,41.94291928,-87.67334144,Entire home/apt,140,,4,,71,2018-10-28T00:00:00Z,2018-10-28,2.26,1,141
11261614,"(Private room #1, shared home. Steps to the train!)","Private room #1, shared home. Steps to the train!","Private room #1, shared home. Steps to the train",975571,Steve And Peter,Steve,Peter,Uptown,Uptown,Uptown,Uptown,41.97195936,-87.65851489,Private room,46,,1,,241,2018-11-02T00:00:00Z,2018-11-02,7.42,3,145
11267982,(Logan Square 2BR 2BA Guest House at Haas Park),Logan Square 2BR 2BA Guest House at Haas Park,Logan Square 2BR 2BA Guest House at Haas Park,12436354,Clyde,Clyde,,Logan Square,Logan Square,Logan Square,Logan Square,41.9249746,-87.69616656,Entire home/apt,135,,1,,254,2018-11-05T00:00:00Z,2018-11-05,7.9,1,319
11276504,(Fort Washington Celestial Room),Fort Washington Celestial Room,Fort Washington Celestial Room,22608682,Ryan,Ryan,,East Garfield Park,East Garfield Park,East Garfield Park,East Garfield Park,41.88402418,-87.70910448,Private room,21,,1,,269,2018-11-02T00:00:00Z,2018-11-02,8.18,11,353
11278906,(New Gold Coast Amazing Location),New Gold Coast Amazing Location,New Gold Coast Amazing Location,35409090,Antonio,Antonio,,Near North Side,Near North Side,Near North Side,Near North Side,41.89852134,-87.63106038,Entire home/apt,95,,2,,166,2018-11-05T00:00:00Z,2018-11-05,5.17,1,51
11284099,(IMPRESSIVE VIEW LOCATION + POOL+GYM+ SPA),IMPRESSIVE VIEW LOCATION + POOL+GYM+ SPA,IMPRESSIVE VIEW LOCATION + POOL+GYM+ SPA,55199486,HomeChicago,HomeChicago,,L??p,L??p,Loop,Loop,41.88646124,-87.61662006,Entire home/apt,150,,60,,4,2017-07-01T00:00:00Z,2017-07-01,0.12,5,365
11305290,"(Private bedroom, walk to Midway!)","Private bedroom, walk to Midway!","Private bedroom, walk to Midway",54727409,Marilu,Marilu,,West Elsdon,West Elsdon,West Elsdon,West Elsdon,41.79418126,-87.73052536,Private room,45,,1,,10,2018-07-25T00:00:00Z,2018-07-25,1.6,1,180
11311087,(Handsome 3BR in Lincoln Park by Sonder),Handsome 3BR in Lincoln Park by Sonder,Handsome 3BR in Lincoln Park by Sonder,12243051,Sonder,Sonder,,Lincoln Park,Lincoln Park,Lincoln Park,Lincoln Park,41.92567851,-87.666038,Entire home/apt,165,,2,,42,2018-09-09T00:00:00Z,2018-09-09,1.33,127,154
11314527,(NEW SLEEK CONDO VIEWS HIGH-END POOL),NEW SLEEK CONDO VIEWS HIGH-END POOL,NEW SLEEK CONDO VIEWS HIGH-END POOL,55199486,HomeChicago,HomeChicago,,Near North Side,Near North Side,Near North Side,Near North Side,41.89328006,-87.61894164,Entire home/apt,200,,31,,0,,,,5,318
11316564,(Style + Comfort | Come to the Northside),Style + Comfort | Come to the Northside,Style + Comfort | Come to the Northside,57033860,Noelle,Noelle,,Lincoln Square,Lincoln Square,Lincoln Square,Lincoln Square,41.97613212,-87.68523959,Entire home/apt,250,,4,,3,2018-08-08T00:00:00Z,2018-08-08,0.76,2,167
